Run Num,Sample Bag,      Date/Time,     Timestamp,HR Delta iCH4 Mean,HR Delta iCH4 Std,HP Delta iCH4 Mean,HP Delta iCH4 Std, Delta 13CO2 Mean, Delta 13CO2 Std,    HR 12CH4 Mean,    HR 12CH4 Std,    HR 13CH4 Mean,    HR 13CH4 Std,    HP 12CH4 Mean,    HP 12CH4 Std,    HP 13CH4 Mean,    HP 13CH4 Std,       12CO2 Mean,       12CO2 Std,       13CO2 Mean,       13CO2 Std,         H2O Mean,         H2O Std,  ChemDetect Mean,Valve Position,  Standard Delta iCH4,  Standard Delta iCO2,       Standard 13CH4,       Standard 13CO2
     11,         1,05/24/19 12:21:58,1558714792.80925,          -71.465,            0.562,      9999999.000,            0.000,          -25.267,           0.437,           21.558,           0.034,            0.225,           0.000,           18.900,           0.000,      9999999.000,           0.000,         1892.967,           1.522,           20.745,           0.017,            0.031,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     12,         1,05/24/19 12:34:09,1558715523.17318,          -68.511,            0.438,      9999999.000,            0.000,          -24.881,           0.405,           25.761,           0.043,            0.270,           0.000,           22.878,           0.000,      9999999.000,           0.000,         2090.799,           1.645,           22.921,           0.018,            0.028,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     13,         1,05/24/19 12:46:21,1558716254.97328,          -69.770,            0.498,      9999999.000,            0.000,          -25.404,           0.381,           21.082,           0.035,            0.220,           0.000,           18.719,           0.000,      9999999.000,           0.000,         1814.230,           1.470,           19.877,           0.017,            0.024,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     14,         1,05/24/19 12:57:58,1558716952.75675,          -69.754,            0.531,      9999999.000,            0.000,          -25.473,           0.347,           20.905,           0.035,            0.219,           0.000,           19.763,           0.000,      9999999.000,           0.000,         1798.712,           1.444,           19.705,           0.015,            0.022,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     15,         1,05/24/19 13:09:37,1558717651.72825,          -72.713,            0.579,      9999999.000,            0.000,          -26.290,           0.427,           17.978,           0.030,            0.187,           0.000,           16.764,           0.000,      9999999.000,           0.000,         1669.982,           1.236,           18.279,           0.014,            0.022,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     16,         1,05/24/19 13:21:29,1558718363.72153,          -72.829,            1.813,          -82.928,            1.340,          -27.188,           0.384,            6.834,           0.014,            0.071,           0.000,            6.866,           0.012,            0.071,           0.000,         1507.920,           1.194,           16.491,           0.014,            0.024,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     17,         1,05/24/19 13:32:29,1558719023.53828,          -67.693,            0.310,      9999999.000,            0.000,          -24.169,           0.428,           35.739,           0.058,            0.375,           0.001,           31.443,           0.000,      9999999.000,           0.000,         1591.111,           1.293,           17.455,           0.014,            0.026,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     18,         1,05/24/19 14:28:45,1558722398.72189,          -70.727,            1.440,          -79.826,            1.119,          -29.909,           0.863,            8.551,           0.019,            0.089,           0.000,            8.590,           0.015,            0.089,           0.000,          519.148,           0.474,            5.665,           0.007,            0.059,           0.005,            0.000,              ,                     ,                     ,                     ,                     
     19,         1,05/24/19 14:40:45,1558723120.20119,          -68.505,            1.681,          -77.081,            1.207,          -27.706,           0.748,            8.188,           0.020,            0.086,           0.000,            8.221,           0.014,            0.085,           0.000,          512.979,           0.437,            5.609,           0.006,            0.041,           0.003,            0.000,              ,                     ,                     ,                     ,                     
     20,         1,05/24/19 14:52:37,1558723832.12879,          -68.606,            1.558,          -77.008,            1.187,          -28.507,           0.857,            8.706,           0.018,            0.091,           0.000,            8.741,           0.014,            0.091,           0.000,          516.226,           0.409,            5.639,           0.007,            0.032,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     21,         1,05/24/19 15:04:36,1558724550.50492,          -63.403,            3.223,          -73.791,            2.660,          -27.618,           1.366,            3.952,           0.014,            0.042,           0.000,            3.967,           0.007,            0.041,           0.000,          304.566,           0.318,            3.329,           0.005,            0.026,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     22,         1,05/24/19 15:16:36,1558725271.20471,          -41.135,           12.910,          -62.975,            9.829,          -24.612,           2.077,            0.997,           0.009,            0.011,           0.000,            0.999,           0.002,            0.011,           0.000,          159.143,           0.199,            1.745,           0.004,            0.031,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     23,         1,05/24/19 15:28:08,1558725962.86621,          -47.283,            3.826,          -56.207,            2.300,          -26.685,           2.146,            3.445,           0.014,            0.037,           0.000,            3.456,           0.006,            0.037,           0.000,          189.189,           0.212,            2.070,           0.005,            0.031,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     24,         1,05/24/19 15:40:05,1558726679.74606,          -72.729,            1.002,          -81.343,            0.750,          -31.031,           0.688,           12.046,           0.020,            0.126,           0.000,           12.099,           0.020,            0.125,           0.000,          766.131,           0.597,            8.347,           0.008,            0.034,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     25,         1,05/24/19 15:52:11,1558727406.18138,          -69.142,            1.928,          -79.030,            1.421,          -28.055,           1.010,            6.415,           0.017,            0.067,           0.000,            6.445,           0.010,            0.067,           0.000,          435.928,           0.344,            4.764,           0.006,            0.038,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     26,         1,05/24/19 16:04:07,1558728121.76846,          -71.073,            1.421,          -79.537,            1.037,          -29.299,           0.671,           10.295,           0.020,            0.107,           0.000,           10.337,           0.017,            0.107,           0.000,          649.860,           0.543,            7.091,           0.006,            0.020,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     27,         1,05/24/19 16:15:47,1558728821.14809,          -70.473,            1.122,          -78.793,            0.908,          -30.117,           0.621,           12.515,           0.023,            0.131,           0.000,           12.571,           0.020,            0.130,           0.000,          785.871,           0.665,            8.568,           0.007,            0.023,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     28,         1,05/24/19 16:27:33,1558729527.49972,          -68.671,            1.945,          -77.683,            1.316,          -29.256,           0.884,            6.555,           0.016,            0.069,           0.000,            6.580,           0.011,            0.068,           0.000,          511.355,           0.455,            5.581,           0.006,            0.025,           0.001,            0.000,              ,                     ,                     ,                     ,                     
     29,         1,05/24/19 16:38:46,1558730200.90400,          -64.845,            5.673,          -78.861,            3.886,          -28.977,           1.283,            2.543,           0.013,            0.027,           0.000,            2.554,           0.004,            0.026,           0.000,          361.304,           0.338,            3.944,           0.006,            0.020,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     30,         1,05/24/19 16:49:29,1558730844.29314,          -62.653,            1.276,          -70.412,            0.995,          -30.173,           0.895,            9.998,           0.020,            0.105,           0.000,           10.041,           0.017,            0.105,           0.000,          427.548,           0.363,            4.661,           0.006,            0.022,           0.002,            0.000,              ,                     ,                     ,                     ,                     
