Run Num,Sample Bag,      Date/Time,     Timestamp,HR Delta iCH4 Mean,HR Delta iCH4 Std,HP Delta iCH4 Mean,HP Delta iCH4 Std, Delta 13CO2 Mean, Delta 13CO2 Std,    HR 12CH4 Mean,    HR 12CH4 Std,    HR 13CH4 Mean,    HR 13CH4 Std,    HP 12CH4 Mean,    HP 12CH4 Std,    HP 13CH4 Mean,    HP 13CH4 Std,       12CO2 Mean,       12CO2 Std,       13CO2 Mean,       13CO2 Std,         H2O Mean,         H2O Std,  ChemDetect Mean,Valve Position,  Standard Delta iCH4,  Standard Delta iCO2,       Standard 13CH4,       Standard 13CO2
     11,         1,05/22/19 13:26:50,1558545884.79574,          -65.085,            1.232,          -72.716,            0.945,          -25.009,           0.599,            9.831,           0.018,            0.103,           0.000,            9.870,           0.017,            0.103,           0.000,          726.799,           0.656,            7.968,           0.007,            0.038,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     12,         1,05/22/19 13:39:19,1558546633.22964,          -69.161,            1.711,          -77.864,            1.059,          -25.763,           0.746,            8.004,           0.018,            0.084,           0.000,            8.037,           0.014,            0.083,           0.000,          602.584,           0.445,            6.601,           0.006,            0.039,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     13,         1,05/22/19 13:50:52,1558547326.75333,          -64.093,            4.780,          -76.270,            3.354,          -25.215,           0.802,            2.854,           0.013,            0.030,           0.000,            2.865,           0.005,            0.030,           0.000,          447.502,           0.399,            4.905,           0.006,            0.036,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     14,         1,05/22/19 14:02:59,1558548053.92782,          -58.585,            1.161,          -65.322,            0.714,          -22.972,           0.711,           11.548,           0.022,            0.122,           0.000,           11.595,           0.019,            0.122,           0.000,          511.455,           0.446,            5.619,           0.006,            0.037,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     15,         1,05/22/19 14:58:06,1558551361.16978,          -64.668,            1.836,          -72.632,            1.258,          -24.181,           0.724,            7.489,           0.016,            0.079,           0.000,            7.520,           0.013,            0.078,           0.000,          590.364,           0.502,            6.484,           0.008,            0.092,           0.007,            0.000,              ,                     ,                     ,                     ,                     
     16,         1,05/22/19 15:10:12,1558552086.12972,          -62.086,            1.226,          -69.378,            0.883,          -23.946,           0.525,           11.558,           0.025,            0.122,           0.000,           11.608,           0.020,            0.121,           0.000,          865.943,           0.664,            9.507,           0.009,            0.054,           0.004,            0.000,              ,                     ,                     ,                     ,                     
     17,         1,05/22/19 15:22:04,1558552798.62513,          -66.061,            0.995,          -73.584,            0.801,          -24.814,           0.605,           11.514,           0.024,            0.121,           0.000,           11.560,           0.020,            0.120,           0.000,          862.629,           0.693,            9.460,           0.009,            0.046,           0.003,            0.000,              ,                     ,                     ,                     ,                     
     18,         1,05/22/19 15:34:12,1558553526.30252,          -70.303,            1.350,          -78.820,            0.916,          -25.738,           0.643,            9.344,           0.019,            0.098,           0.000,            9.383,           0.016,            0.097,           0.000,          723.018,           0.588,            7.921,           0.008,            0.043,           0.003,            0.000,              ,                     ,                     ,                     ,                     
     19,         1,05/22/19 15:45:33,1558554208.31726,          -67.124,            3.679,          -78.316,            2.664,          -25.695,           0.750,            3.287,           0.012,            0.034,           0.000,            3.298,           0.006,            0.034,           0.000,          528.177,           0.410,            5.786,           0.006,            0.036,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     20,         1,05/22/19 15:57:05,1558554899.44346,          -60.286,            0.665,      9999999.000,            0.000,          -23.146,           0.724,           14.611,           0.025,            0.154,           0.000,           14.611,           0.000,      9999999.000,           0.000,          628.032,           0.574,            6.898,           0.007,            0.037,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     21,         1,05/22/19 16:08:41,1558555595.91479,          -67.315,            1.258,          -75.290,            0.861,          -24.615,           0.502,           10.936,           0.021,            0.115,           0.000,           10.983,           0.019,            0.114,           0.000,          893.295,           0.709,            9.797,           0.010,            0.036,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     22,         1,05/22/19 16:20:57,1558556331.84452,          -64.231,            0.674,      9999999.000,            0.000,          -24.329,           0.467,           15.053,           0.024,            0.158,           0.000,           14.962,           0.000,      9999999.000,           0.000,         1131.375,           0.777,           12.413,           0.010,            0.040,           0.002,            0.000,              ,                     ,                     ,                     ,                     
     23,         1,05/22/19 16:33:12,1558557065.85292,          -66.540,            0.977,          -74.086,            0.795,          -24.748,           0.500,           13.743,           0.025,            0.144,           0.000,           13.802,           0.023,            0.144,           0.000,         1084.820,           0.855,           11.898,           0.011,            0.048,           0.002,            0.000,              ,                     ,                     ,                     ,                     
